1 299 130 7356
2 349 115 3474
3 299 134 2244
4 299 92 8356
5 299 196 6055
6 599 229 6530
7 599 433 4321
8 149 142 1580
9 149 105 2559
10 299 222 6176
11 100 59 8167
12 169 188 7567
13 189 252 8935
14 299 374 6803
15 299 221 9506
16 299 215 8446
17 399 256 9103
18 399 164 8783
19 399 570 3218
20 399 393 4804
21 199 213 3724
22 199 138 8948
23 199 80 1830
24 199 366 8043
25 199 52 9802
26 199 138 9730
27 119 214 3850
28 139 214 1705
29 79 107 8813
30 299 203 8688
31 598 406 7606
32 399 162 8172
33 798 324 7689
34 299 95 1878
35 598 190 4739
36 399 568 3270
37 399 646 6336
38 399 610 7136
39 499 593 2710
40 499 575 5297
41 499 606 6467
42 399 521 4567
43 499 537 1141
44 399 591 8921
45 399 582 8753
46 468 672 4224
47 299 560 7939
48 399 686 5958
49 399 605 8752
50 499 686 8508
51 399 700 7685
52 499 610 1215
53 499 865 6935
54 499 711 2193
55 770 1182 4980
56 770 1164 3829
57 574 1120 4223
58 770 1372 4530
59 770 1210 4446
60 770 1400 6567
61 976 1220 4127
62 976 1730 1369
63 976 1422 8252
64 69 90 1000
65 299 542 1861
66 368 632 9149
67 378 649 2397
68 399 590 1656
69 499 624 7851
70 599 602 9829
71 399 302 2024
72 499 638 8684
73 568 728 2028
74 599 823 2913
75 399 514 7236
76 499 628 8420
77 499 585 9292
78 499 633 6778
79 599 709 8153
80 499 541 3917
81 499 588 1483
82 599 663 3634
83 999 621 8142
84 169 303 9498
85 219 454 4393
86 119 151 6050
87 199 114 8908
88 199 131 1475
89 169 246 6583
90 399 330 2253
91 399 347 1712
92 319 346 4880
93 199 100 2336
94 199 127 6968
95 249 216 7905
96 299 166 4051
97 299 162 5438
98 369 164 7235
