1 50 829 443
2 50 784 480
3 50 721 898
4 50 789 827
5 50 704 690
6 49 735 146
7 50 771 284
8 46 506 228
9 53 583 590
10 42 586 997
11 48 734 580
12 53 910 459
13 52 831 309
14 58 1010 527
15 56 684 509
16 49 607 333
17 43 714 811
18 59 742 769
19 50 406 102
20 69 734 767
21 56 777 461
22 52 666 404
23 57 758 799
24 49 719 386
25 47 798 150
26 52 891 786
27 47 717 577
28 52 790 143
29 53 884 230
30 53 841 144
31 50 803 681
32 52 809 281
33 57 862 276
34 58 957 576
35 63 736 406
36 50 820 675
37 54 705 109
38 54 710 602
39 84 847 523
40 35 681 264
41 37 746 293
42 45 899 736
43 49 772 689
44 47 828 157
45 43 695 497
46 54 633 215
47 69 619 943
48 46 573 707
49 70 924 847
50 65 878 315
51 39 830 559
52 49 1119 742
53 49 423 245
54 49 418 996
55 39 672 722
56 41 737 872
57 49 890 232
58 39 748 763
59 41 813 549
60 49 966 675
61 52 1077 254
