1 463 21 152
2 609 70 102
3 597 31 119
4 491 32 167
5 515 36 149
6 579 35 148
7 441 21 159
8 680 32 109
9 428 84 162
10 492 72 143
11 544 30 133
12 794 70 111
13 564 57 117
14 493 99 170
15 410 100 203
16 581 76 125
17 614 77 143
18 502 69 148
19 658 71 113
20 601 55 149
21 409 93 163
22 634 26 94
23 533 27 127
24 770 32 79
25 454 62 161
26 652 23 114
27 766 34 103
28 668 90 127
29 749 33 95
30 762 67 101
31 592 30 103
32 562 32 106
33 583 74 142
34 531 42 164
35 697 31 118
36 661 79 90
37 526 34 144
38 799 100 101
39 769 93 103
40 649 55 122
41 606 66 99
42 559 66 157
43 557 67 115
44 538 72 149
45 565 25 149
46 532 94 132
47 440 65 171
48 768 92 81
49 514 43 123
50 670 55 89
51 463 26 173
52 499 74 177
53 800 28 108
54 624 81 144
55 408 56 210
56 565 86 131
57 477 47 184
58 727 28 102
59 443 46 180
60 723 60 90
61 698 84 106
62 425 100 166
63 631 29 130
64 518 90 166
65 525 78 121
66 584 63 115
67 747 43 115
68 695 71 98
69 641 73 118
70 512 33 126
