1 1657 85 4030
2 2005 91 4320
3 2344 76 3433
4 1502 37 5009
5 1401 51 4440
6 1755 67 4822
7 1785 52 3485
8 2278 51 3471
9 2822 85 3171
10 1798 35 3514
11 2620 59 2424
12 1251 83 6538
13 1299 39 6354
14 1451 87 5742
15 1784 43 4331
16 1200 80 6299
17 2418 21 2681
18 2867 66 2744
19 1090 38 5723
20 2707 66 3297
21 2296 31 3448
22 2505 62 3371
23 2812 90 2623
24 2748 99 2744
25 1429 26 5715
26 1897 98 3408
27 1335 97 6375
28 1411 21 4993
29 1564 78 4145
30 2064 58 4015
31 1140 78 5520
32 2640 75 2752
33 1185 88 7318
34 1206 56 7273
35 2684 98 2958
36 2862 32 2140
37 1302 59 5952
38 2760 72 3107
39 1634 96 4768
40 2549 100 2969
41 2259 61 2782
42 2543 39 3396
43 1913 38 3139
44 1693 65 4501
45 1671 53 4694
46 1465 89 5864
47 1563 75 4907
48 1741 39 4111
49 1014 88 6242
50 2805 80 3127
51 2737 91 2266
52 1987 53 3025
53 2212 66 3345
54 1740 34 5169
55 1532 86 4575
56 2150 66 3163
57 1773 54 4622
58 1744 48 3849
59 1150 35 7337
60 2696 95 2990
61 1843 22 3384
62 1808 66 4166
63 2598 64 2597
64 1916 99 4625
65 2432 58 3111
66 1852 79 3939
67 1192 36 7144
68 1146 54 6695
69 1420 83 4543
70 2145 27 3260
