1 5 829 44
2 5 784 24
3 5 721 33
4 5 789 71
5 5 704 99
6 4 735 35
7 5 771 53
8 4 506 35
9 5 583 29
10 4 586 26
11 4 734 86
12 5 910 60
13 5 831 16
14 5 1010 54
15 5 684 88
16 4 607 99
17 4 714 97
18 5 742 44
19 5 406 75
20 6 734 82
21 5 777 62
22 5 666 46
23 5 758 18
24 4 719 87
25 4 798 47
26 5 891 57
27 4 717 58
28 5 790 77
29 5 884 19
30 5 841 89
31 5 803 35
32 5 809 76
33 5 862 25
34 5 957 75
35 6 736 30
36 5 820 71
37 5 705 33
38 5 710 62
39 8 847 97
40 3 681 70
41 3 746 41
42 4 899 37
43 4 772 61
44 4 828 51
45 4 695 58
46 5 633 93
47 6 619 26
48 4 573 50
49 7 924 63
50 6 878 31
51 3 830 80
52 4 1119 56
53 4 423 24
54 4 418 75
55 3 672 25
56 4 737 94
57 4 890 57
58 3 748 18
59 4 813 43
60 4 966 19
61 5 1077 82
