1 500 829 67
2 500 784 70
3 500 721 54
4 500 789 51
5 500 704 72
6 490 735 49
7 500 771 18
8 460 506 26
9 530 583 42
10 420 586 61
11 480 734 26
12 530 910 17
13 520 831 63
14 580 1010 96
15 560 684 22
16 490 607 90
17 430 714 90
18 590 742 11
19 500 406 67
20 690 734 16
21 560 777 98
22 520 666 87
23 570 758 52
24 490 719 87
25 470 798 47
26 520 891 56
27 470 717 98
28 520 790 94
29 530 884 79
30 530 841 48
31 500 803 80
32 520 809 44
33 570 862 80
34 580 957 32
35 630 736 99
36 500 820 64
37 540 705 20
38 540 710 53
39 840 847 36
40 350 681 72
41 370 746 66
42 450 899 81
43 490 772 30
44 470 828 88
45 430 695 91
46 540 633 92
47 690 619 73
48 460 573 22
49 700 924 59
50 650 878 100
51 390 830 38
52 490 1119 78
53 490 423 65
54 490 418 54
55 390 672 58
56 410 737 63
57 490 890 65
58 390 748 40
59 410 813 89
60 490 966 57
61 520 1077 75
