1 11 78 20015
2 51 96 3283
3 63 46 2488
4 21 37 8996
5 19 22 10260
6 20 86 10748
7 36 93 4324
8 80 48 2753
9 36 43 5398
10 32 48 5811
11 15 89 14658
12 76 27 2689
13 77 32 2026
14 80 88 2686
15 12 92 18678
16 69 29 2346
17 13 68 14754
18 31 74 5357
19 66 88 2325
20 5 94 42471
21 67 26 2352
22 64 76 3362
23 25 97 7147
24 64 27 2896
25 77 63 2921
26 11 38 17354
27 54 65 3853
28 44 28 4526
29 65 30 2796
30 17 79 11013
31 31 53 7148
32 17 67 9507
33 48 82 4029
34 71 92 2711
35 56 49 3816
36 7 86 26219
37 5 46 33633
38 66 74 2935
39 72 54 2585
40 46 52 3803
41 49 34 4404
42 31 26 5331
43 15 85 14086
44 30 67 7204
45 38 27 4894
46 44 60 3419
47 33 27 4981
48 41 86 4646
49 40 88 4147
50 33 70 5413
51 63 22 3380
52 30 62 7468
53 34 29 5098
54 57 85 3054
55 27 69 7634
56 12 77 14440
57 66 88 3256
58 80 43 2309
59 46 29 3763
60 28 21 7673
61 34 65 6515
62 79 76 1898
63 80 26 2133
64 25 76 8681
65 48 70 3619
66 36 27 5236
67 60 61 2793
68 64 87 2716
69 59 77 3671
70 49 92 4353
