1 500 829 5363
2 500 784 7331
3 500 721 7499
4 500 789 6587
5 500 704 5869
6 490 735 4016
7 500 771 3544
8 460 506 3090
9 530 583 1369
10 420 586 9776
11 480 734 4355
12 530 910 2479
13 520 831 4368
14 580 1010 7684
15 560 684 8458
16 490 607 2000
17 430 714 1080
18 590 742 1019
19 500 406 9798
20 690 734 2455
21 560 777 2412
22 520 666 2457
23 570 758 5319
24 490 719 4359
25 470 798 6743
26 520 891 3191
27 470 717 6368
28 520 790 8034
29 530 884 8335
30 530 841 9770
31 500 803 6318
32 520 809 9378
33 570 862 1384
34 580 957 2948
35 630 736 9985
36 500 820 5568
37 540 705 6935
38 540 710 1015
39 840 847 5802
40 350 681 3308
41 370 746 6772
42 450 899 5962
43 490 772 4804
44 470 828 1766
45 430 695 7424
46 540 633 6366
47 690 619 4655
48 460 573 1094
49 700 924 8680
50 650 878 9027
51 390 830 9819
52 490 1119 7849
53 490 423 6054
54 490 418 6787
55 390 672 2366
56 410 737 2909
57 490 890 7248
58 390 748 6195
59 410 813 6864
60 490 966 6093
61 520 1077 1488
