1 50 829 2759
2 50 784 10993
3 50 721 77879
4 50 789 60555
5 50 704 25162
6 49 735 11559
7 50 771 86753
8 46 506 11108
9 53 583 34170
10 42 586 36388
11 48 734 45013
12 53 910 52824
13 52 831 66127
14 58 1010 19483
15 56 684 33462
16 49 607 99828
17 43 714 39729
18 59 742 50720
19 50 406 99376
20 69 734 14306
21 56 777 40999
22 52 666 23269
23 57 758 6671
24 49 719 72011
25 47 798 65476
26 52 891 74245
27 47 717 96845
28 52 790 63593
29 53 884 39544
30 53 841 23858
31 50 803 52607
32 52 809 99221
33 57 862 41778
34 58 957 71160
35 63 736 30776
36 50 820 24727
37 54 705 50800
38 54 710 17970
39 84 847 27111
40 35 681 33739
41 37 746 57421
42 45 899 27653
43 49 772 69871
44 47 828 25994
45 43 695 1290
46 54 633 84898
47 69 619 63126
48 46 573 38840
49 70 924 26307
50 65 878 99663
51 39 830 86580
52 49 1119 21404
53 49 423 11894
54 49 418 53780
55 39 672 41758
56 41 737 39423
57 49 890 6837
58 39 748 21634
59 41 813 83950
60 49 966 43993
61 52 1077 93908
