1 427 78 13
2 459 66 18
3 670 79 11
4 608 50 12
5 612 49 9
6 689 24 11
7 649 50 10
8 748 27 11
9 663 64 12
10 472 86 18
11 688 32 10
12 763 38 9
13 528 56 16
14 578 33 15
15 489 27 18
16 790 89 10
17 683 43 8
18 508 57 12
19 600 87 13
20 515 37 15
21 548 93 11
22 457 65 15
23 501 94 15
24 518 30 14
25 711 37 11
26 557 81 10
27 737 79 8
28 702 71 12
29 524 33 16
30 784 51 7
31 795 23 9
32 704 48 11
33 605 79 10
34 537 35 13
35 440 72 18
36 445 50 13
37 782 92 10
38 538 83 16
39 787 41 8
40 428 29 16
41 714 74 9
42 517 93 15
43 744 26 7
44 468 27 17
45 741 44 9
46 743 46 10
47 722 41 9
48 540 21 14
49 481 46 15
50 795 44 10
51 432 44 18
52 421 48 16
53 736 47 8
54 565 69 13
55 640 56 9
56 571 34 12
57 496 49 18
58 469 31 16
59 683 71 8
60 580 37 10
61 470 51 15
62 757 84 8
63 775 21 10
64 468 99 12
65 601 26 10
66 674 81 12
67 502 68 13
68 430 99 20
69 501 66 11
70 737 32 7
