1 5 829 622
2 5 784 184
3 5 721 767
4 5 789 290
5 5 704 836
6 4 735 423
7 5 771 119
8 4 506 360
9 5 583 349
10 4 586 826
11 4 734 890
12 5 910 445
13 5 831 463
14 5 1010 117
15 5 684 588
16 4 607 155
17 4 714 855
18 5 742 589
19 5 406 242
20 6 734 153
21 5 777 571
22 5 666 681
23 5 758 287
24 4 719 148
25 4 798 808
26 5 891 887
27 4 717 978
28 5 790 444
29 5 884 774
30 5 841 702
31 5 803 334
32 5 809 505
33 5 862 198
34 5 957 205
35 6 736 872
36 5 820 481
37 5 705 736
38 5 710 952
39 8 847 459
40 3 681 810
41 3 746 777
42 4 899 506
43 4 772 725
44 4 828 168
45 4 695 990
46 5 633 586
47 6 619 907
48 4 573 958
49 7 924 532
50 6 878 795
51 3 830 765
52 4 1119 507
53 4 423 252
54 4 418 266
55 3 672 699
56 4 737 651
57 4 890 434
58 3 748 411
59 4 813 167
60 4 966 525
61 5 1077 960
