1 41 39 509
2 48 75 373
3 28 88 582
4 48 61 312
5 75 78 270
6 6 74 2956
7 74 76 245
8 75 56 265
9 56 93 270
10 18 41 986
11 70 56 228
12 77 91 259
13 9 75 1784
14 9 78 1973
15 27 40 615
16 69 98 234
17 62 61 272
18 54 57 311
19 31 67 660
20 57 73 342
21 38 55 419
22 53 43 290
23 69 95 270
24 9 47 1914
25 28 35 768
26 42 26 495
27 75 21 217
28 28 97 659
29 21 34 729
30 54 64 312
31 12 78 1778
32 59 76 352
33 51 44 383
34 24 78 867
35 15 41 1352
36 17 76 1230
37 27 30 743
38 47 47 363
39 37 99 534
40 59 81 370
41 42 40 468
42 5 88 3827
43 60 45 326
44 10 93 1660
45 36 68 518
46 75 63 244
47 73 33 256
48 60 70 256
49 67 87 272
50 52 57 407
51 14 82 1436
52 55 53 337
53 10 22 2028
54 39 49 549
55 54 69 357
56 79 28 247
57 68 93 330
58 19 93 1065
59 74 31 294
60 43 77 377
61 39 36 512
62 27 80 676
63 68 50 240
64 52 99 289
65 55 60 307
66 46 36 360
67 6 53 3711
68 10 87 2154
69 17 32 1035
70 58 37 283
