1 299 130 490
2 349 115 434
3 299 134 345
4 299 92 185
5 299 196 159
6 599 229 556
7 599 433 205
8 149 142 313
9 149 105 157
10 299 222 539
11 100 59 933
12 169 188 212
13 189 252 602
14 299 374 787
15 299 221 486
16 299 215 178
17 399 256 252
18 399 164 995
19 399 570 376
20 399 393 282
21 199 213 329
22 199 138 150
23 199 80 576
24 199 366 147
25 199 52 989
26 199 138 273
27 119 214 440
28 139 214 356
29 79 107 639
30 299 203 336
31 598 406 940
32 399 162 371
33 798 324 263
34 299 95 865
35 598 190 909
36 399 568 607
37 399 646 566
38 399 610 897
39 499 593 139
40 499 575 699
41 499 606 455
42 399 521 338
43 499 537 762
44 399 591 556
45 399 582 552
46 468 672 838
47 299 560 361
48 399 686 643
49 399 605 225
50 499 686 429
51 399 700 808
52 499 610 833
53 499 865 673
54 499 711 738
55 770 1182 160
56 770 1164 491
57 574 1120 457
58 770 1372 512
59 770 1210 811
60 770 1400 617
61 976 1220 538
62 976 1730 824
63 976 1422 317
64 69 90 704
65 299 542 648
66 368 632 757
67 378 649 465
68 399 590 853
69 499 624 350
70 599 602 549
71 399 302 228
72 499 638 500
73 568 728 121
74 599 823 789
75 399 514 665
76 499 628 126
77 499 585 111
78 499 633 542
79 599 709 317
80 499 541 990
81 499 588 162
82 599 663 849
83 999 621 418
84 169 303 782
85 219 454 905
86 119 151 535
87 199 114 593
88 199 131 550
89 169 246 1000
90 399 330 406
91 399 347 414
92 319 346 413
93 199 100 390
94 199 127 968
95 249 216 455
96 299 166 217
97 299 162 846
98 369 164 939
