1 500 829 10
2 500 784 16
3 500 721 13
4 500 789 11
5 500 704 17
6 490 735 14
7 500 771 18
8 460 506 20
9 530 583 18
10 420 586 15
11 480 734 20
12 530 910 18
13 520 831 14
14 580 1010 19
15 560 684 11
16 490 607 13
17 430 714 10
18 590 742 20
19 500 406 15
20 690 734 18
21 560 777 11
22 520 666 16
23 570 758 12
24 490 719 10
25 470 798 11
26 520 891 16
27 470 717 11
28 520 790 10
29 530 884 18
30 530 841 11
31 500 803 12
32 520 809 10
33 570 862 15
34 580 957 19
35 630 736 10
36 500 820 12
37 540 705 10
38 540 710 12
39 840 847 20
40 350 681 17
41 370 746 14
42 450 899 10
43 490 772 20
44 470 828 18
45 430 695 17
46 540 633 19
47 690 619 15
48 460 573 13
49 700 924 14
50 650 878 14
51 390 830 16
52 490 1119 20
53 490 423 14
54 490 418 13
55 390 672 19
56 410 737 15
57 490 890 12
58 390 748 11
59 410 813 11
60 490 966 15
61 520 1077 17
