1 5 829 4083
2 5 784 5335
3 5 721 8105
4 5 789 2363
5 5 704 1312
6 4 735 6488
7 5 771 9403
8 4 506 9862
9 5 583 8853
10 4 586 2962
11 4 734 9168
12 5 910 9350
13 5 831 9647
14 5 1010 3189
15 5 684 2951
16 4 607 9378
17 4 714 7619
18 5 742 4571
19 5 406 4466
20 6 734 3130
21 5 777 9322
22 5 666 4034
23 5 758 4158
24 4 719 9336
25 4 798 2772
26 5 891 2955
27 4 717 5676
28 5 790 5072
29 5 884 5255
30 5 841 1367
31 5 803 7509
32 5 809 6630
33 5 862 8424
34 5 957 5414
35 6 736 2916
36 5 820 6774
37 5 705 4819
38 5 710 3322
39 8 847 3378
40 3 681 5503
41 3 746 2736
42 4 899 4437
43 4 772 3693
44 4 828 8574
45 4 695 3777
46 5 633 8136
47 6 619 4621
48 4 573 5728
49 7 924 4262
50 6 878 4278
51 3 830 2428
52 4 1119 8173
53 4 423 2791
54 4 418 3488
55 3 672 2819
56 4 737 9877
57 4 890 4413
58 3 748 3531
59 4 813 3948
60 4 966 1350
61 5 1077 1124
