1 50 829 57
2 50 784 83
3 50 721 80
4 50 789 14
5 50 704 76
6 49 735 75
7 50 771 59
8 46 506 46
9 53 583 11
10 42 586 75
11 48 734 47
12 53 910 47
13 52 831 31
14 58 1010 35
15 56 684 22
16 49 607 12
17 43 714 10
18 59 742 51
19 50 406 56
20 69 734 48
21 56 777 51
22 52 666 56
23 57 758 62
24 49 719 92
25 47 798 83
26 52 891 98
27 47 717 63
28 52 790 87
29 53 884 99
30 53 841 88
31 50 803 71
32 52 809 99
33 57 862 38
34 58 957 25
35 63 736 88
36 50 820 98
37 54 705 66
38 54 710 60
39 84 847 29
40 35 681 42
41 37 746 12
42 45 899 26
43 49 772 87
44 47 828 65
45 43 695 39
46 54 633 20
47 69 619 32
48 46 573 13
49 70 924 83
50 65 878 16
51 39 830 25
52 49 1119 75
53 49 423 47
54 49 418 45
55 39 672 20
56 41 737 37
57 49 890 73
58 39 748 13
59 41 813 66
60 49 966 86
61 52 1077 38
